provider_sk,provider_name,specialty,department_name,service_line,hospital,claim_count,gross_charges,total_payments,denied_claims,avg_charge_lag_days,open_ar,denial_rate,avg_charge_per_claim
773324955896993912,"Alexandra Donovan , MD",Radiology,Laboratory,Ancillary,HOSP_B,81,446085.01,334657.75,4,5.802469135802469,21845.43,0.0494,5507.22
3942560959301281796,"Brooke Harvey , DO",Family Medicine,Cardiology,Ambulatory,HOSP_B,84,441625.08,277131.70,5,5.773809523809524,94341.21,0.0595,5257.44
64867068579937510,"Jeremy Roberts , MD",Family Medicine,Emergency Department,Emergency,HOSP_B,91,441346.94,312044.39,5,5.428571428571429,55263.83,0.0549,4849.97
9053536116010531601,"Eric Phillips , PA-C",Physical Medicine,Internal Medicine,Ambulatory,HOSP_A,104,435263.91,269780.99,11,5.778846153846154,48390.28,0.1058,4185.23
1064293408775416081,"James Moran , DO",Anesthesiology,Laboratory,Ancillary,HOSP_B,76,432868.83,260421.81,10,5.618421052631579,24090.32,0.1316,5695.64
2436366226568392898,"Natasha Decker , DO",Cardiology,Radiology,Ancillary,HOSP_A,102,430885.05,293972.76,6,6.4411764705882355,61715.42,0.0588,4224.36
2462454387014322245,"Martin Galvan , PA-C",Orthopedic Surgery,Physical Therapy,Ambulatory,HOSP_A,103,430344.71,264895.22,13,5.378640776699029,56090.05,0.1262,4178.10
8772342338046016166,"Martha Warner , MD",Cardiology,Internal Medicine,Ambulatory,HOSP_B,94,426148.49,283675.45,10,5.702127659574468,63102.70,0.1064,4533.49
6117349616173807539,"Janet Williams , PA-C",Emergency Medicine,Radiology,Ancillary,HOSP_B,100,425831.90,294761.84,10,5.72,20492.63,0.1,4258.32
6175798004677672170,"Joseph Brennan , MD",Radiology,Emergency Department,Emergency,HOSP_B,75,425298.26,303255.21,13,5.666666666666667,19409.50,0.1733,5670.64
5220738189131298398,"Deborah Lynch , NP",Orthopedic Surgery,Radiology,Ancillary,HOSP_B,77,412200.60,259194.88,12,5.6103896103896105,70522.02,0.1558,5353.25
7870902415788519850,"Nancy Edwards , MD",Internal Medicine,Obstetrics,Inpatient,HOSP_B,92,407645.70,258999.52,8,6.315217391304348,60538.16,0.087,4430.93
2372679581687197939,"Samuel Holmes , PA-C",Orthopedic Surgery,Radiology,Ancillary,HOSP_B,85,398159.72,275598.40,5,6.047058823529412,40337.08,0.0588,4684.23
1663662158305101234,"Sheila Wilson , NP",Radiology,Obstetrics,Inpatient,HOSP_B,89,393745.35,259641.71,9,5.213483146067416,48475.15,0.1011,4424.11
8829671810784956345,"Wesley Farrell , MD",Physical Medicine,Physical Therapy,Ambulatory,HOSP_B,85,390655.90,260339.04,10,5.7176470588235295,25901.36,0.1176,4595.95
2946991257194181621,"Cheryl Archer , NP",Cardiology,Obstetrics,Inpatient,HOSP_B,87,374513.04,262357.66,9,5.505747126436781,17910.55,0.1034,4304.75
6075953627170712302,"Dana Green , DO",Family Medicine,Internal Medicine,Ambulatory,HOSP_B,88,369376.03,225892.33,12,6.4772727272727275,39774.05,0.1364,4197.45
81284268955298450,"Megan Parsons , MD",Anesthesiology,Cardiology,Ambulatory,HOSP_B,77,362825.53,242253.79,6,5.753246753246753,40859.09,0.0779,4712.02
1223903613183915347,"Lisa Smith , MD",Obstetrics & Gynecology,Radiology,Ancillary,HOSP_B,92,276690.24,194013.37,5,5.032608695652174,23695.70,0.0543,3007.50
